agentType,gamemode,score,deepestRoom,finalHP,performance,seed
greedy,e,-87,14,-9,43,1459320857445925387
greedy,e,-60,13,0,53,3431818121086232310
greedy,e,-134,7,-1,26,3168681788906139093
greedy,e,-128,9,0,28,8822507086400497540
greedy,e,-81,12,-6,45,939538864801266720
greedy,e,-178,1,-1,10,3636882785828157426
greedy,e,-181,1,-5,9,1414925880215565489
greedy,e,6,18,6,76,2364144681106236911
greedy,e,-152,5,-9,20,1654715467959791532
greedy,e,-123,10,-8,30,2729658148468407183
greedy,e,-183,2,-12,8,4514782640677147316
greedy,e,-49,15,0,57,1836380653034044799
greedy,e,-168,3,-1,14,1495002655552425570
greedy,e,-89,12,-2,42,4259460809634659605
greedy,e,-118,8,-4,32,3312247263662055548
greedy,e,-159,4,-2,17,4750887620120911045
greedy,e,-43,16,-5,59,6108110421447173164
greedy,e,-72,11,-7,48,8382235722037187169
greedy,e,-144,5,-11,23,3325764127853327995
greedy,e,-59,12,-4,53,2454620771529759639
greedy,e,-166,4,-3,15,1982426732775461459
greedy,e,-102,12,-5,38,1140330934214080883
greedy,e,-181,2,-11,9,7551481750840061246
greedy,e,-95,11,-2,40,8288854760500848074
greedy,e,-104,9,-4,37,5036161843239540612
greedy,e,-144,5,0,23,3952069278376563829
greedy,e,-94,9,-7,41,8502970892392543038
greedy,e,3,17,-1,75,5727923445506966930
greedy,e,-83,13,-1,44,5108941775274013787
greedy,e,-105,11,-1,37,764992681774911106
greedy,e,-110,12,-7,35,643703129417278194
greedy,e,-116,8,0,33,7745670738173476458
greedy,e,-130,8,-4,28,814771088032669530
greedy,e,-165,4,-3,15,9100915160854591703
greedy,e,-188,1,-10,7,2433539598692630856
greedy,e,-62,13,0,52,2377452303093910664
greedy,e,-93,13,-1,41,1958964113630462751
greedy,e,-63,14,-2,52,8022951542059314917
greedy,e,-143,3,-4,23,1707249903060691717
greedy,e,-159,5,-4,17,5860313131018324882
greedy,e,-44,14,-9,58,6483410140674090539
greedy,e,-102,9,-2,38,7360567405889966971
greedy,e,-13,18,-13,70,7814513420786283384
greedy,e,-140,7,-1,24,8283134789841017816
greedy,e,-119,12,-1,32,4227997130407158141
greedy,e,-125,9,-5,29,6047058900959494499
greedy,e,-119,10,-3,32,5885065099146090711
greedy,e,-116,10,-5,33,3963661544310205218
greedy,e,-154,5,0,19,8621657365773327982
greedy,e,-143,5,-1,23,2484052418005965752
greedy,e,-123,11,-4,30,7449821126253430737
greedy,e,-86,12,-5,43,5585228889454999584
greedy,e,-160,2,-1,17,8350949539866993323
greedy,e,-73,11,-11,48,6682420084530802406
greedy,e,-156,4,-3,18,8986858549249802876
greedy,e,-188,1,-1,7,4842273853245989521
greedy,e,-98,12,-2,39,2395929254552887177
greedy,e,-124,11,0,30,8441091184927594639
greedy,e,-185,1,-13,8,7294948110109507814
greedy,e,-49,15,0,57,400074179673354610
greedy,e,-98,8,0,39,8062477790431965732
greedy,e,-166,5,-4,15,3705760546965437061
greedy,e,-18,16,-5,68,1455745124940248065
greedy,e,-119,7,-5,32,6648277482585121616
greedy,e,-67,12,-4,50,352984659350368910
greedy,e,-87,12,-2,43,5461877187183541352
greedy,e,-178,1,-4,10,7406477134831264508
greedy,e,-188,1,-3,7,885770918424013438
greedy,e,-86,12,-2,43,2982604369125336435
greedy,e,-173,2,-3,12,6932789382756051317
greedy,e,-185,1,-6,8,812189469255360149
greedy,e,-188,1,-12,7,2039747597250202829
greedy,e,-78,12,-2,46,5998891644654997978
greedy,e,-182,2,0,9,2125824124295134228
greedy,e,-129,8,-5,28,810480718956890812
greedy,e,-178,1,-1,10,5636373619780109977
greedy,e,-76,13,-11,47,4410423894386539278
greedy,e,-150,5,-1,20,6663275009924878234
greedy,e,-89,13,-3,42,7758971799837967418
greedy,e,-174,2,-2,12,3489599757631191791
greedy,e,-55,13,0,55,190271769600802084
greedy,e,-156,7,-2,18,783568846806940036
greedy,e,-120,7,-1,31,346643107117677367
greedy,e,-151,7,-3,20,799480537274073013
greedy,e,6,17,6,76,6799384968150855934
greedy,e,-179,2,-4,10,8935369171299249604
greedy,e,-188,1,-6,7,6226650254998478511
greedy,e,-188,1,-5,7,4056411423880926962
greedy,e,-89,11,0,42,1416985499761437296
greedy,e,-92,11,0,41,6441570950306025118
greedy,e,-57,14,-4,54,8243990158698569731
greedy,e,-164,3,-7,15,8781707970048744775
greedy,e,-170,2,-1,13,4788976999654921959
greedy,e,-178,2,0,10,1018833954644878107
greedy,e,-92,14,-3,41,3488657335062659467
greedy,e,-166,1,-2,15,4706297563237826847
greedy,e,-69,15,-5,50,5748636310961643658
greedy,e,-175,4,-2,11,2586121802919920107
greedy,e,-174,1,-6,12,6374422603080474238
greedy,e,-170,1,-3,13,1349666791549093177
greedy,e,-18,16,-4,68,5042115561559255540
greedy,e,-56,15,-3,54,5477316214661941101
greedy,e,-183,1,-1,8,959823542167685780
greedy,e,-99,13,-2,39,6272022516140173992
greedy,e,-139,6,-2,24,493789904532888193
greedy,e,-142,6,-7,23,7665935187913644176
greedy,e,-46,15,-10,58,291611800040244064
greedy,e,-123,9,-9,30,7953674194524440572
greedy,e,-76,14,-2,47,4526216041146701386
greedy,e,-126,7,-11,29,8733318017158614255
greedy,e,-48,14,0,57,7496984842687788599
greedy,e,-173,3,-3,12,145177505485726896
greedy,e,-128,8,0,28,7069808297360187988
greedy,e,-142,4,-3,23,6873872770353060990
greedy,e,19,17,7,81,484899846923912221
greedy,e,-38,14,-1,61,1320387890799204934
greedy,e,-112,10,-2,34,5888812337207796506
greedy,e,-6,18,-6,72,4535569124208272531
greedy,e,-70,12,-1,49,6577324851054618307
greedy,e,-113,10,-8,34,2227965778286086969
greedy,e,-79,13,-7,46,2964697583798131115
greedy,e,-122,8,-8,30,6113539605629227425
greedy,e,-80,13,-2,46,2178445191926261544
greedy,e,-180,2,-2,10,6116048467224731209
greedy,e,-112,7,-6,34,9189174274955986952
greedy,e,-61,13,-2,52,987053933128618561
greedy,e,-142,6,-1,23,8652179624483324906
greedy,e,-112,12,0,34,3454970367289349409
greedy,e,-131,4,-10,27,6573963930913623490
greedy,e,-129,7,0,28,5512463007263369152
greedy,e,-81,10,-1,45,1464277750536284118
greedy,e,-134,10,-5,26,8156295957787229346
greedy,e,-103,9,-2,37,2796520639056566873
greedy,e,-123,9,-2,30,871505386226501404
greedy,e,-112,10,-5,34,679281236173478677
greedy,e,-107,12,-6,36,1522998258658909522
greedy,e,-176,2,-2,11,7702391086773454675
greedy,e,-121,8,-5,31,2311214617215499549
greedy,e,-36,16,-9,61,7488469665271796715
greedy,e,-44,15,-5,58,8686894139855863942
greedy,e,-179,5,-3,10,3493988347180347063
greedy,e,-153,5,-1,19,1443466906850685491
greedy,e,-134,7,-3,26,1366471770058440303
greedy,e,-69,14,0,50,381150620950656958
greedy,e,-184,2,-3,8,1584645687663616925
greedy,e,-97,11,0,39,2701138102279610554
greedy,e,-155,4,-2,19,5044129972425832220
greedy,e,-76,13,-2,47,8310889708483167284
greedy,e,-171,2,-1,13,1521131274572128833
greedy,e,-154,4,-3,19,7414710452162278725
greedy,e,-51,15,-4,56,1605840524309687399
greedy,e,-177,1,0,11,968707074936559024
greedy,e,-118,9,-3,32,6068291699382892671
greedy,e,-155,5,-5,19,430329763948365696
greedy,e,-20,16,0,67,2634168132382628818
greedy,e,-148,7,-1,21,3302838772998619611
greedy,e,-115,8,-2,33,9216628766522313446
greedy,e,-103,10,-6,37,3944792279863193594
greedy,e,-188,1,-6,7,3113666804109727466
greedy,e,-152,4,-6,20,6291252752722605448
greedy,e,-165,3,-2,15,6488357704731156724
greedy,e,-138,8,-3,25,759645144046387612
greedy,e,-139,5,-2,24,5558953347135199846
greedy,e,-188,1,-11,7,759536315519416452
greedy,e,-144,8,-9,23,873626418875094512
greedy,e,-178,2,-13,10,6766015917692853642
greedy,e,-138,7,-6,25,1829283983625859299
greedy,e,-156,5,-6,18,5333592562385269195
greedy,e,-108,11,-3,35,8703289626390260350
greedy,e,-163,4,-10,16,4134447439669339196
greedy,e,-81,13,-4,45,2226588870162157137
greedy,e,-108,12,-3,35,3234058075428595369
greedy,e,-71,13,0,49,3426117726940935706
greedy,e,-151,6,0,20,2215987726449797144
greedy,e,-79,11,-1,46,3272333496466881167
greedy,e,-130,8,-2,28,7991788411515072513
greedy,e,-89,12,-3,42,3185657210602141977
greedy,e,-106,9,-4,36,6502599076001788766
greedy,e,-102,13,-3,38,1558537272739317045
greedy,e,-144,7,-1,23,8171085105678110843
greedy,e,-130,7,-2,28,3138096051539176029
greedy,e,-111,10,-4,34,6041856113391971121
greedy,e,-58,15,-11,53,8823772528582792319
greedy,e,-177,2,-1,11,2979036730919555612
greedy,e,-124,8,-1,30,2287578201017348308
greedy,e,-128,7,-5,28,6668843016952997
greedy,e,-188,1,-5,7,273162073345412708
greedy,e,-169,2,-1,14,5838554190402037525
greedy,e,-179,2,-2,10,6368130817543986307
greedy,e,-174,2,0,12,6580406063103674083
greedy,e,-113,8,-1,34,7451976321188194272
greedy,e,-52,13,-7,56,80078065212382663
greedy,e,-86,12,-1,43,7539559147135080518
greedy,e,-169,4,-1,14,4859348278059360083
greedy,e,-56,14,-4,54,275731671407059297
greedy,e,-89,14,-3,42,7946348016305131866
greedy,e,-147,6,-4,21,2469777696204865137
greedy,e,-182,2,-3,9,4265441660970429640
greedy,e,-59,14,-8,53,1695323551332070030
greedy,e,-140,10,-3,24,73718874842396123
greedy,e,-92,11,-2,41,1291271967136041003
greedy,e,-69,14,-1,50,1327557875121491508
greedy,e,-160,4,-1,17,8984910541495819005
greedy,e,-80,13,0,46,4565398632729925421
greedy,e,-144,4,-1,23,8111339808685811825
greedy,e,-162,4,-5,16,9172062294633247149
greedy,e,-48,13,-7,57,299318281508876013
greedy,e,-57,15,-1,54,236393516115646145
greedy,e,-57,16,-2,54,4896894570614325137
greedy,e,-157,3,-10,18,7708934767835275392
greedy,e,-108,11,-12,35,231162591157088551
greedy,e,-65,14,-4,51,93758678001242401
greedy,e,-125,10,-3,29,3888502792622985319
greedy,e,-90,12,-5,42,3837536722200500881
greedy,e,-53,12,-7,55,5285009660478525573
greedy,e,-156,3,-4,18,284371563824066385
greedy,e,-152,7,-7,20,5825273503650074046
greedy,e,-125,7,-3,29,2962493411579150076
greedy,e,-158,5,-2,17,822327668379868777
greedy,e,-126,6,-1,29,1377856515727480522
greedy,e,-83,13,-1,44,2817655322452738347
greedy,e,-154,5,-1,19,8555700739539493886
greedy,e,-185,1,-1,8,4966024060828188670
greedy,e,-104,10,0,37,4930212926152814824
greedy,e,-154,7,-9,19,2444648493352016796
greedy,e,-100,12,-10,38,8824673864421942042
greedy,e,-167,4,-2,14,6126170424291939418
greedy,e,-158,4,-6,17,8134853649305349461
greedy,e,-173,3,0,12,6271519424405328753
greedy,e,-55,14,-4,55,8721596604460826815
greedy,e,-93,11,-3,41,7292396702623196848
greedy,e,-115,10,-7,33,6095355418385804648
greedy,e,-132,12,-2,27,9061380418469793519
greedy,e,-146,4,-4,22,7655115112018888760
greedy,e,-95,13,-2,40,8549165466466351049
greedy,e,-128,7,-6,28,7158627347166459815
greedy,e,-66,13,-2,51,1919171386789061163
greedy,e,-7,18,-7,72,2654985793192485063
greedy,e,-116,10,-2,33,2626297000588151311
greedy,e,-172,3,0,12,8963657247466965950
greedy,e,-116,11,-1,33,21329259343276574
greedy,e,-114,10,-2,33,3140468587852146563
greedy,e,-185,1,-12,8,4329466516627497962
greedy,e,-38,16,-4,61,3540166954513754786
greedy,e,-177,1,-1,11,97946072339044379
greedy,e,-126,8,-4,29,3834048486052899356
greedy,e,-166,4,0,15,9178889115497737309
greedy,e,-75,12,-12,47,1141804359648371209
greedy,e,-172,5,-3,12,4282253633537940249
greedy,e,-32,15,0,63,8239089838366187778
greedy,e,-174,3,-3,12,6896659750640384821
greedy,e,-103,11,-10,37,1170711754687447360
greedy,e,-93,12,-5,41,8831227860554324752
greedy,e,-77,13,-9,47,8373601391838856734
greedy,e,-118,10,-2,32,4087990340664223436
greedy,e,-16,17,-2,69,4498677793818172669
greedy,e,-66,14,0,51,2173993038073630646
greedy,e,-188,1,-5,7,4533483412740035191
greedy,e,-162,6,-8,16,5608084075733527989
greedy,e,-139,8,-5,24,4396163340430698985
greedy,e,-90,12,0,42,8492838185001719568
greedy,e,-138,7,-10,25,5189295307074607374
greedy,e,-76,15,-6,47,8958695500213872520
greedy,e,-73,14,-8,48,443131813014928460
greedy,e,-172,6,-5,12,5981851442539372202
greedy,e,-22,17,-8,66,6267043800793629658
greedy,e,-45,15,0,58,6933562339836617157
greedy,e,-142,6,-8,23,3684168052842612484
greedy,e,-66,14,-11,51,4853135981078791810
greedy,e,-120,9,0,31,1426081125371902079
greedy,e,-157,5,-3,18,591754195306605469
greedy,e,-92,11,-11,41,7952185650493861634
greedy,e,-51,15,-10,56,2133065009687317438
greedy,e,-161,4,-2,16,4116916499019585693
greedy,e,-66,11,-2,51,5475680413598532189
greedy,e,-181,1,-3,9,4760954503403148556
greedy,e,-69,13,-1,50,1054229033515426339
greedy,e,-70,14,-9,49,4244464670515013913
greedy,e,-143,3,0,23,8512701989179215944
greedy,e,-141,7,0,24,7511647689554260270
greedy,e,-127,9,-4,29,2787230542217589040
greedy,e,-98,11,-5,39,6707977828371153730
greedy,e,-178,3,-11,10,5878755598618406390
greedy,e,-68,15,-3,50,5073346570072350174
greedy,e,-90,11,-12,42,545057924685695661
greedy,e,-114,9,0,33,4896009008571003603
greedy,e,-80,12,-11,46,6416335859288510645
greedy,e,-144,6,-8,23,4113328713917502109
greedy,e,-14,17,-2,69,5584325098609267480
greedy,e,-69,12,0,50,475089291173979542
greedy,e,-132,7,-2,27,7238465500821556919
greedy,e,-157,3,-5,18,3407800039293886675
greedy,e,-152,6,-11,20,244157233694930122
greedy,e,-150,5,-2,20,2652070804212713792
greedy,e,-112,9,-11,34,4811909893174845421
greedy,e,-188,1,0,7,7870004804053685683
greedy,e,-151,5,-4,20,812314264629013816
greedy,e,-63,14,-8,52,6934293555859101158
greedy,e,-98,7,-2,39,4833344370207410916
greedy,e,-27,17,-1,65,3654468911395298069
greedy,e,-82,13,0,45,2755461105635533003
greedy,e,18,17,18,81,4920029790628029493
greedy,e,-134,7,-2,26,4962027074790901236
greedy,e,-186,1,-3,7,7621214870621417548
greedy,e,-184,1,-3,8,4515820789511758864
greedy,e,-101,10,-2,38,1191773146521090765
greedy,e,-170,4,-2,13,5538130891564214709
greedy,e,-168,5,-1,14,1643695819128284461
greedy,e,-93,12,-7,41,4097864495918983003
greedy,e,-145,6,-2,22,869190868420162936
greedy,e,-104,11,0,37,1359730077505882208
greedy,e,-47,15,-1,57,1260952062321686045
greedy,e,-164,4,0,15,6581832446729361782
greedy,e,-163,8,-7,16,7759026987655946871
greedy,e,-125,7,0,29,1952675824752808000
greedy,e,-50,14,0,56,1142812771748673966
greedy,e,-116,10,-7,33,1258286406580989451
greedy,e,-136,8,-4,25,6285607977941756903
greedy,e,-120,9,-1,31,5269794155806317649
greedy,e,-167,3,-3,14,3552328066267357222
greedy,e,-175,2,-12,11,3248792448244166204
greedy,e,-132,11,-7,27,5607040257154471998
greedy,e,-188,1,-5,7,2613879698233362158
greedy,e,20,17,18,82,522119653004076707
greedy,e,-114,11,-7,33,8665452416676295555
greedy,e,-108,10,-1,35,6500696524733727297
greedy,e,-186,1,-9,7,1557162811706686404
greedy,e,-87,12,-6,43,3136305271609103663
greedy,e,-121,10,-3,31,2358896018166491515
greedy,e,-111,10,-6,34,5560888143453883768
greedy,e,-69,14,-7,50,5263408852468669719
greedy,e,-173,2,0,12,3319767006550486912
greedy,e,-74,13,-12,48,7656163294845601569
greedy,e,-174,4,-4,12,9086722982728806172
greedy,e,-81,14,0,45,6597154929937707950
greedy,e,-117,9,-10,32,6228735152853744720
greedy,e,-75,13,-9,47,7390412630531992052
greedy,e,-174,3,-1,12,478685683508860966
greedy,e,-28,15,-3,64,6239804183599331529
greedy,e,-175,1,0,11,807195643804461100
greedy,e,-181,2,-5,9,5962978410096791564
greedy,e,-132,6,-5,27,4122001513705082805
greedy,e,-8,17,-3,71,1621070705544240150
greedy,e,-159,7,-5,17,2406334567580759425
greedy,e,-181,2,-10,9,3253351406199415489
greedy,e,-142,7,-12,23,3359416907228732340
greedy,e,-152,5,-4,20,2772865762800809861
greedy,e,-179,2,0,10,2469950712436106872
greedy,e,-168,3,-6,14,245086977567328591
greedy,e,-93,12,-7,41,132345842504060175
greedy,e,-57,13,-6,54,1921265608490114742
greedy,e,-175,3,-9,11,2766030837028033964
greedy,e,-132,7,-3,27,8450692255360458487
greedy,e,-188,1,-5,7,296898764868811113
greedy,e,-174,1,-11,12,7241218847933496368
greedy,e,-139,5,-3,24,2705145851622673959
greedy,e,-144,6,-8,23,5709101383395503538
greedy,e,-146,9,-3,22,2413414263667991365
greedy,e,-155,5,-12,19,6809372347847141862
greedy,e,-42,15,-10,59,8498257943821771437
greedy,e,-131,7,-4,27,936963919431871743
greedy,e,-96,12,-7,40,3947555566905277059
greedy,e,-75,14,-6,47,3093889683533290496
greedy,e,-33,16,-13,62,6993092938687773837
greedy,e,-6,17,-6,72,7379470404149051716
greedy,e,-129,8,-4,28,1841501058162191517
greedy,e,-152,6,0,20,614808265601140387
greedy,e,-77,14,-2,47,5361015616504470699
greedy,e,-113,6,-6,34,8110961906095802973
greedy,e,-179,3,-2,10,1487128140267341170
greedy,e,-126,7,-1,29,4862958390728991380
greedy,e,-46,14,-6,58,3547984145145238863
greedy,e,-32,16,-4,63,3698417637805336698
greedy,e,-114,9,-3,33,1494246617452956184
greedy,e,-103,12,-8,37,6471885399306359187
greedy,e,-145,8,-2,22,7893927177212389041
greedy,e,-94,12,-3,41,6139184211361710497
greedy,e,-88,12,-2,43,3342067137057760065
greedy,e,-49,14,-5,57,5331987826889830846
greedy,e,-51,15,-1,56,2672478213272717392
greedy,e,-170,2,-1,13,3795778351302480665
greedy,e,-58,14,-7,53,2440207470075603015
greedy,e,-171,2,-7,13,7160290640057614572
greedy,e,-71,13,-1,49,97238883317457902
greedy,e,-134,8,-3,26,1917491088612412086
greedy,e,-167,4,-7,14,1657561388836297850
greedy,e,-188,1,-3,7,8713261749599241772
greedy,e,-71,13,0,49,9057647370055750484
greedy,e,-28,16,-8,64,4285964882448719711
greedy,e,-19,16,-3,67,6313398920985954507
greedy,e,-178,1,0,10,5193877648725856944
greedy,e,-94,12,-3,41,4279019814981849817
greedy,e,-166,3,-8,15,6948488179165079279
greedy,e,-73,13,-4,48,5313549141293972671
greedy,e,-84,13,-8,44,8154642874910718795
greedy,e,-153,7,0,19,6040160175386843935
greedy,e,-148,6,0,21,1065335547140911565
greedy,e,-95,9,0,40,1460073550446740329
greedy,e,-137,7,-7,25,9137623256227962447
greedy,e,-98,11,-1,39,5590935918577328550
greedy,e,-177,3,-3,11,8073991689381188053
greedy,e,-114,9,-1,33,6513293350091101762
greedy,e,-181,1,-1,9,3160434959297949201
greedy,e,-161,2,-4,16,3291454022123530589
greedy,e,-57,12,-6,54,198746833557759374
greedy,e,-97,13,-10,39,3784703803102313238
greedy,e,-186,1,0,7,5553782656596500846
greedy,e,-98,12,0,39,4252692507089262693
greedy,e,-70,14,-5,49,2914285294143023038
greedy,e,-111,7,0,34,7683560908997237093
greedy,e,-99,10,0,39,5002967644195869481
greedy,e,-54,14,0,55,984442976819008530
greedy,e,-76,13,-4,47,8114414517892750756
greedy,e,-41,15,-5,60,4365127439802654177
greedy,e,-101,12,-4,38,6521015760682599732
greedy,e,-96,10,-7,40,1188836158003189516
greedy,e,-113,11,-7,34,1783313900637296496
greedy,e,-56,15,-7,54,3194010655536090118
greedy,e,-156,5,-10,18,5538819476080833020
greedy,e,-116,13,-6,33,5110077514483754116
greedy,e,-104,11,0,37,417686538193719711
greedy,e,-106,11,-5,36,5764908768351709579
greedy,e,-76,12,-9,47,4437876628503151387
greedy,e,-110,11,0,35,4370688882220516529
greedy,e,-62,14,-10,52,5307643615090160178
greedy,e,-63,13,-2,52,7094738207906601246
greedy,e,-22,16,-3,66,8873941444750282332
greedy,e,-174,2,-3,12,6578437597521868111
greedy,e,-76,13,-2,47,3647298640762244055
greedy,e,-89,10,-5,42,8060987691288254374
greedy,e,-137,6,0,25,8043439926203521529
greedy,e,-145,6,0,22,2877016541170650760
greedy,e,-107,11,-4,36,319296630023231506
greedy,e,-84,12,-8,44,1899593689035251617
greedy,e,-38,16,-11,61,2976032177934503543
greedy,e,-64,14,0,51,7140671573036463872
greedy,e,-133,5,-3,26,554012519128400195
greedy,e,-152,5,-8,20,2542242411792475004
greedy,e,-160,6,-10,17,4472424715882381733
greedy,e,-81,15,-12,45,7284910326424310532
greedy,e,-165,2,-13,15,4861197248685924684
greedy,e,-71,14,-1,49,4931502241436290438
greedy,e,-86,12,0,43,2117518866915967485
greedy,e,-141,7,-4,24,4097514907589074894
greedy,e,-86,11,0,43,6071122943725823681
greedy,e,-22,17,-8,66,7634823594040102641
greedy,e,-67,14,-3,50,367194149282012233
greedy,e,-129,5,-2,28,2657172883977317412
greedy,e,-68,15,-5,50,6469921002716357460
greedy,e,-125,7,0,29,2165611504730679121
greedy,e,-100,11,-1,38,5842714117120864014
greedy,e,-183,1,0,8,1198798391944463601
greedy,e,-132,7,-5,27,8087164194389215235
greedy,e,-99,10,-2,39,8966004763285303763
greedy,e,-57,15,-6,54,7461199288119965172
greedy,e,-154,5,-6,19,1194468470120686433
greedy,e,-130,8,-2,28,3691329936372273778
greedy,e,-65,15,-12,51,883219999464840089
greedy,e,-141,9,-10,24,4769665988612847885
greedy,e,-146,6,-8,22,7474739826853514341
greedy,e,-74,13,-11,48,3896986317587984608
greedy,e,-125,8,-2,29,8951052395971917187
greedy,e,-151,3,-3,20,1962708261726311138
greedy,e,-117,9,-1,32,4329585010961714693
greedy,e,-98,11,-3,39,3500689109559061769
greedy,e,-140,6,-1,24,6160512228269349188
greedy,e,1,18,1,75,665359110020542523
greedy,e,-171,3,-6,13,8715167036737730267
greedy,e,-59,14,-3,53,773878617996857709
greedy,e,-66,14,-5,51,2363412858350407234
greedy,e,-138,6,-3,25,3631053229474702557
greedy,e,-125,9,-5,29,3454329797607032607
greedy,e,-158,2,0,17,1520314976760628049
greedy,e,-76,13,-6,47,852888147563356213
greedy,e,-101,9,-4,38,8531039426272521094
greedy,e,-113,10,-7,34,9217274740752498845
greedy,e,-162,3,-2,16,4314109124463300628
greedy,e,-154,5,0,19,1476913541297428621
greedy,e,-140,3,-6,24,6085975200887183191
greedy,e,-165,2,0,15,1779508185332601238
greedy,e,-50,14,-2,56,5673858819378576884
greedy,e,-133,6,-2,26,2578680234230573369
greedy,e,-185,2,-11,8,4131903523154780515
greedy,e,-173,3,-3,12,3015843860947676213
greedy,e,-182,2,-2,9,6273425956615934344
greedy,e,-74,11,-4,48,5167434425545161074
greedy,e,-127,6,0,29,5886189616170762734
greedy,e,-166,2,-3,15,603038162452971129
greedy,e,-188,1,-6,7,8089061977862987498
greedy,e,-177,2,0,11,2265447239707724466
greedy,e,-177,3,0,11,5157353232476992429
greedy,e,-117,9,-1,32,5873288530661620279
greedy,e,-96,12,-12,40,1607484465222449105
greedy,e,-95,10,0,40,8978543900581286140
greedy,e,-6,17,-6,72,6275617782228724134
greedy,e,-142,5,-2,23,4212312460750111269
greedy,e,-68,14,0,50,2509227024848761592
greedy,e,-156,3,-1,18,1592954457311965793
greedy,e,-170,3,0,13,3897903799823000516
greedy,e,-107,10,-5,36,2724041358205999321
greedy,e,-139,6,-9,24,3085582954176134999
greedy,e,-58,14,0,53,5925030002709443384
greedy,e,-18,17,0,68,7594930771418147745
greedy,e,-175,2,-3,11,4879325486599643582
greedy,e,-155,5,-5,19,6388362005974275874
greedy,e,-119,10,-5,32,7515305897634820853
greedy,e,-148,5,-5,21,8966749480469218852
greedy,e,-136,7,-2,25,1585778922726849903
greedy,e,-153,3,-2,19,985854545771060127
greedy,e,-154,6,-5,19,2350244135589231726
greedy,e,-186,2,-11,7,8102812196141435294
greedy,e,-173,3,-1,12,7534344685855229213
greedy,e,-183,1,-5,8,1917326268226245770
greedy,e,-163,4,-11,16,7556614009175413539
greedy,e,-115,11,0,33,6922376501956800830
greedy,e,-112,12,-1,34,6945920675573527527
greedy,e,-188,1,-1,7,348586174623474216
greedy,e,-122,8,-1,30,2231168144171754265
greedy,e,-128,8,-5,28,6669975111714260285
greedy,e,-183,1,-6,8,9051686363142218019
greedy,e,-68,13,-2,50,8327166465662358897
greedy,e,-19,17,-5,67,3831691618523293121
greedy,e,-129,7,-5,28,8809709386492555216
greedy,e,-1,18,-1,74,7948080149287481320
greedy,e,-188,1,0,7,5804569241282058045
greedy,e,-55,13,-5,55,9126458976160632541
greedy,e,-173,2,-1,12,1342967203445183035
greedy,e,-61,14,-5,52,5403113122139963400
greedy,e,-34,16,-13,62,7157467126499482659
greedy,e,-133,7,-2,26,2805985087771317901
greedy,e,-138,5,-1,25,3296215542592795953
greedy,e,-159,5,0,17,2164752322688908654
greedy,e,-165,6,-4,15,3348627525373844655
greedy,e,-164,3,0,15,5395466630764730024
greedy,e,-157,5,-1,18,2602311168683511974
greedy,e,-90,13,0,42,9102517581474140763
greedy,e,-139,7,-13,24,3427576783596261224
greedy,e,-87,12,0,43,3423072660603055870
greedy,e,-110,12,-7,35,7760356290732126350
greedy,e,-95,11,0,40,225546754208083664
greedy,e,-185,1,-7,8,433669678287857283
greedy,e,-90,13,-13,42,962115599137844311
greedy,e,-102,12,-6,38,6459749559793302543
greedy,e,-110,11,-2,35,7092724752873889232
greedy,e,-19,17,-1,67,5796416439293463132
greedy,e,-153,4,-1,19,4487350561329379751
greedy,e,-60,14,-1,53,1018955129616133950
greedy,e,-141,8,-3,24,5404412788187835349
greedy,e,-108,12,-7,35,3720155084219215558
greedy,e,-77,14,-6,47,3828846370638648024
greedy,e,-61,12,-1,52,5724031432932226005
greedy,e,-109,10,-3,35,1846094225106506205
greedy,e,-30,17,-3,64,203877383517777800
greedy,e,-156,5,-4,18,7353678545941709180
greedy,e,-169,2,0,14,7379814594931838548
greedy,e,-156,5,0,18,7111404536110930599
greedy,e,-75,13,-1,47,7423152526582724003
greedy,e,-163,3,-1,16,8319332214984875042
greedy,e,-181,2,-6,9,8806467745512555221
greedy,e,-139,5,-1,24,5824757370029914324
greedy,e,-78,13,-1,46,5584447944406622370
greedy,e,-157,6,-1,18,1879229334419062628
greedy,e,-72,11,-5,48,4250482719285806218
greedy,e,-134,5,-1,26,6439838281100701765
greedy,e,-175,1,-5,11,4628789115230193595
greedy,e,-29,16,-7,64,3403676293652082291
greedy,e,-148,4,0,21,1271102057400686460
greedy,e,-153,6,-4,19,621660595373325672
greedy,e,-188,1,-1,7,7916326684285815981
greedy,e,-63,12,-8,52,7943083455973035854
greedy,e,-164,8,-10,15,8955890621059207619
greedy,e,-43,14,-1,59,2757120035505989181
greedy,e,-175,3,-2,11,6645919498157653950
greedy,e,-102,11,0,38,4008671427233990265
greedy,e,-161,4,-3,16,4955521619113819412
greedy,e,-117,11,-3,32,9120752975860194006
greedy,e,-135,8,-10,26,4692184866701121170
greedy,e,-170,2,-7,13,3754321241190779422
greedy,e,-47,14,-6,57,5256056081345217421
greedy,e,-118,7,-5,32,6183111372518419004
greedy,e,-95,10,0,40,581177267007636603
greedy,e,-96,10,-9,40,6188373884442979387
greedy,e,-94,13,-9,41,314111306094187970
greedy,e,-87,12,-8,43,8770791358308346116
greedy,e,-77,14,-1,47,8114739213074380352
greedy,e,-43,15,0,59,7754877905897799082
greedy,e,-180,4,-9,10,6519750039796944777
greedy,e,-79,11,-5,46,6608115520057315214
greedy,e,-13,17,-13,70,8613531784405162086
