agentType,gamemode,score,deepestRoom,finalHP,performance,seed
greedy,e,-184,1,-6,8,5674134710763460624
greedy,e,-173,1,-5,12,8427509602685642481
greedy,e,-123,11,-4,30,4677585563373637437
greedy,e,-129,9,0,28,3220310175271810062
greedy,e,-173,4,-7,12,4459103975021873515
greedy,e,-127,8,-1,29,4860993595023461408
greedy,e,-135,8,-3,26,6445991582920960421
greedy,e,-114,8,0,33,8654352705014987709
greedy,e,-157,5,-1,18,4629236708298452578
greedy,e,-155,3,-1,19,7433839423720145979
greedy,e,-35,15,-10,62,626733287823878489
greedy,e,-52,16,-8,56,3759342104755258155
greedy,e,-159,3,-3,17,4753312268915087637
greedy,e,-155,5,-3,19,8901434393817758263
greedy,e,-64,15,-2,51,2936519663741959540
greedy,e,-102,9,-6,38,7027462520129262640
greedy,e,-125,10,-8,29,2148224641678031461
greedy,e,-79,14,-3,46,3762614014013412548
greedy,e,-157,7,-11,18,1836576725368839432
greedy,e,-169,1,0,14,300926058104543621
greedy,e,7,17,-4,77,8641291894497819417
greedy,e,-167,3,-4,14,2723604210361609484
greedy,e,-53,15,-5,55,8378958834447992104
greedy,e,-114,9,-11,33,5750311455681758721
greedy,e,-8,18,-8,71,2934304202585062472
greedy,e,-70,12,-3,49,2241149491191441291
greedy,e,-67,12,-3,50,8469040249727088456
greedy,e,-111,11,-6,34,3422876961670400524
greedy,e,-133,6,-9,26,2967459926284369443
greedy,e,-62,13,-4,52,1795139518114714240
greedy,e,-81,12,-8,45,1548906578339724179
greedy,e,-110,9,-3,35,8000454278454597130
greedy,e,-157,4,-6,18,7468546217506486576
greedy,e,-149,5,-6,21,8811817414599394607
greedy,e,-123,9,-6,30,7262357273957384839
greedy,e,-188,1,-5,7,2726400779386420324
greedy,e,-44,16,-2,58,3383746937974877454
greedy,e,-131,6,-6,27,542309075835776779
greedy,e,-98,13,-3,39,5617571597817895586
greedy,e,-159,3,-5,17,1774824421965071569
greedy,e,-145,5,-2,22,5375616402632763510
greedy,e,-94,11,-1,41,6858386995565833574
greedy,e,-148,7,0,21,3007900502209957295
greedy,e,-182,2,-2,9,5956579076162589620
greedy,e,-136,7,-9,25,387659615954059605
greedy,e,-155,4,-6,19,2747302110269596498
greedy,e,-26,15,0,65,2189422048990029349
greedy,e,-92,12,0,41,6969642513343806920
greedy,e,-188,2,-3,7,9161565360480340837
greedy,e,-169,2,-5,14,5201789479358018184
greedy,e,-180,3,-9,10,1251476054138198620
greedy,e,-163,4,-1,16,4255640245401872443
greedy,e,-165,4,-3,15,3061708974028075530
greedy,e,-79,13,-7,46,6771260115282542921
greedy,e,-110,11,-6,35,2708591194768459821
greedy,e,-178,1,0,10,7910542434995744641
greedy,e,-32,17,-6,63,6767529206622567535
greedy,e,-181,3,-5,9,5954487030474814540
greedy,e,-74,14,-8,48,7876291351581562228
greedy,e,-133,7,-1,26,5090567346122323839
greedy,e,-174,2,-2,12,2162071521525122898
greedy,e,-172,5,-9,12,9150368323223546269
greedy,e,-148,6,-4,21,6762330284675079257
greedy,e,-151,6,-1,20,8763575514969683568
greedy,e,-179,1,-5,10,6638743228185141794
greedy,e,-177,2,-5,11,9181242952829398071
greedy,e,-176,2,-6,11,1412707774684653026
greedy,e,7,17,2,77,3019878573533553815
greedy,e,-57,12,-4,54,6195404098997098906
greedy,e,-155,6,0,19,4454749415009011226
greedy,e,15,18,15,80,7125580207488759953
greedy,e,-157,4,-2,18,6872556128502069305
greedy,e,-184,1,-3,8,225988139758462264
greedy,e,-108,10,-7,35,3602065519903348367
greedy,e,-137,9,-4,25,6872122133313959490
greedy,e,-145,7,-6,22,2484382746230532580
greedy,e,-150,6,-1,20,5568062240476306658
greedy,e,-177,2,-4,11,7984003808640750583
greedy,e,-177,2,-1,11,6200939892632207789
greedy,e,-135,5,-3,26,458706564457197768
greedy,e,-161,4,-5,16,2372625378304796880
greedy,e,-72,13,-1,48,5234821801422570407
greedy,e,-34,16,-11,62,4287907109219996435
greedy,e,-174,3,-4,12,4656223930892697279
greedy,e,-37,16,-11,61,271302808767262976
greedy,e,-140,7,-8,24,2582293632250698174
greedy,e,-105,11,-3,37,7837765637104978841
greedy,e,-101,11,-4,38,8101633984575084344
greedy,e,-71,13,0,49,7925200812417005326
greedy,e,-84,13,-13,44,9063527448766716066
greedy,e,-97,11,-10,39,5440631703646806461
greedy,e,-53,14,-4,55,4208224741112742277
greedy,e,20,18,20,82,4072587116548205853
greedy,e,-62,14,0,52,6555314735548074489
greedy,e,-170,3,-2,13,3559171983604541065
greedy,e,-183,3,-8,8,4247383419469026010
greedy,e,-97,12,0,39,5603692750708122932
greedy,e,-186,1,-2,7,3485173443742247372
greedy,e,-152,4,-5,20,3110041067387181703
greedy,e,-184,2,-12,8,6704181781774667859
greedy,e,-71,13,-2,49,8717551775965976370
greedy,e,-137,8,0,25,8147125056007360496
greedy,e,-133,6,0,26,6485259177224767020
greedy,e,-132,6,-4,27,1103002194945848709
greedy,e,-158,6,-7,17,8423461831060155633
greedy,e,-113,10,-4,34,9209756256529715917
greedy,e,-176,3,-3,11,4535372501953626874
greedy,e,-178,1,0,10,3123055162950366013
greedy,e,-33,16,-1,62,1629923830822906459
greedy,e,-90,14,-2,42,7536320285649920523
greedy,e,-177,3,-2,11,3955253683361427515
greedy,e,-188,1,-1,7,5324702082457491898
greedy,e,-188,1,-8,7,3569883591295798121
greedy,e,-183,2,-8,8,201506646120936124
greedy,e,-36,14,-1,61,8721138642392726273
greedy,e,6,18,6,76,8103572822935665672
greedy,e,-167,3,-3,14,2082214171327120284
greedy,e,-53,15,-6,55,5263575329107276517
greedy,e,2,18,2,75,4675647556090332153
greedy,e,-172,3,-3,12,2540556310259488493
greedy,e,-178,1,-1,10,3450008020615187187
greedy,e,-178,2,-6,10,1594063256090372681
greedy,e,-119,11,-2,32,1565328605488405751
greedy,e,-91,11,-4,42,8327267306745814911
greedy,e,-86,12,-7,43,3935845226649084979
greedy,e,-87,12,-9,43,3097541317539675318
greedy,e,-188,1,-4,7,6332701549509091979
greedy,e,-167,3,-6,14,700155578592818216
greedy,e,-63,14,-4,52,7336422625543250148
greedy,e,-140,7,-8,24,7285163665722813104
greedy,e,-164,3,-5,15,6182244307666040622
greedy,e,10,18,10,78,1328620586575099799
greedy,e,-73,14,-4,48,3928988625801231527
greedy,e,-183,1,-2,8,1029541748047972779
greedy,e,-117,8,0,32,5498565298358323
greedy,e,-109,11,-2,35,983264795934160313
greedy,e,-69,13,-6,50,1782732475749201894
greedy,e,-168,3,-5,14,8209022145547234750
greedy,e,-162,7,-6,16,2874006526662269751
greedy,e,-144,7,0,23,193374219662322042
greedy,e,-70,15,-9,49,2172791968278899426
greedy,e,-150,8,-12,20,1804708545904052310
greedy,e,-61,13,-6,52,9047508811459114844
greedy,e,-119,9,-9,32,4912826055090695368
greedy,e,-167,4,-13,14,5238995773441936423
greedy,e,-127,8,-8,29,5285218673656455680
greedy,e,-70,13,-10,49,1808924869594667607
greedy,e,-176,2,-4,11,4558993413064317527
greedy,e,-78,13,-4,46,6033001355655312362
greedy,e,-121,12,-8,31,2428512803521896389
greedy,e,-115,9,-9,33,645665622275449427
greedy,e,-132,7,-1,27,1600791479539986162
greedy,e,-131,8,-2,27,700247553837675042
greedy,e,-183,1,0,8,2901115973628081927
greedy,e,-21,16,-4,67,8531497920169944105
greedy,e,-93,12,-8,41,6164907225516540153
greedy,e,-141,7,-4,24,6081902984390059090
greedy,e,-102,9,0,38,3054084731640505399
greedy,e,-168,3,-6,14,5986056660577360294
greedy,e,-125,9,-3,29,2621543205129462232
greedy,e,-188,1,-6,7,6887331155178144259
greedy,e,-91,11,-2,42,3754787615181952880
greedy,e,-94,14,-1,41,3801543546434914011
greedy,e,-158,3,-4,17,7439011086731024368
greedy,e,-125,8,-5,29,8250801380546840011
greedy,e,-139,6,-5,24,3338682696834308970
greedy,e,-130,9,-3,28,3123430495542010254
greedy,e,-188,1,0,7,8081415587377744856
greedy,e,-145,8,-2,22,6159181364848541129
greedy,e,-144,6,-5,23,5073664456206612920
greedy,e,14,17,4,79,4142289376588458904
greedy,e,-85,12,-3,44,7270990831020259619
greedy,e,-84,13,-2,44,7053011485233841026
greedy,e,-157,6,-11,18,4489266698240326081
greedy,e,-188,1,-6,7,3760127849785715863
greedy,e,-169,3,-9,14,3467063809211905920
greedy,e,-173,2,-1,12,2572007507492052263
greedy,e,-65,14,-7,51,6405984770718599552
greedy,e,-100,13,0,38,5383444656447677966
greedy,e,13,18,13,79,3182159209269620344
greedy,e,-96,11,-3,40,6250269069723513829
greedy,e,-169,2,-2,14,9109975063723338570
greedy,e,-162,5,-7,16,2871781328742912962
greedy,e,-67,14,-4,50,2931466346663458432
greedy,e,-157,5,-1,18,7098487111192620761
greedy,e,-99,11,-1,39,1773540247232515608
greedy,e,-152,5,-4,20,8726165084922709039
greedy,e,-188,1,-12,7,5369325752245726608
greedy,e,-94,13,-5,41,7439349927926588326
greedy,e,-177,2,-6,11,7431412513756977601
greedy,e,-152,4,-1,20,5352676959037890636
greedy,e,-180,1,-10,10,3259363915651878058
greedy,e,-102,11,0,38,6222627137655905002
greedy,e,-73,14,0,48,3657397157934112690
greedy,e,-184,2,-3,8,131630658594560981
greedy,e,-109,10,-8,35,6988761293751303051
greedy,e,-59,15,-7,53,3437973480707316473
greedy,e,-155,3,-1,19,2154022630245965818
greedy,e,-98,10,-2,39,7610389994218017964
greedy,e,-180,1,-3,10,6540403710107091030
greedy,e,-184,1,-9,8,1954035197803468298
greedy,e,-135,7,-7,26,4967313277091907280
greedy,e,-40,17,-4,60,875734007876305673
greedy,e,-71,12,-10,49,3306541184960045068
greedy,e,-165,4,0,15,8801005179156094124
greedy,e,-132,8,-9,27,3075848635781676064
greedy,e,-149,6,-4,21,8613571236997298979
greedy,e,-144,5,0,23,1465768864848435252
greedy,e,-119,10,-5,32,5576433360151115893
greedy,e,-157,4,-5,18,5667079518552480138
greedy,e,-138,7,-3,25,6518737574774672877
greedy,e,-76,14,-9,47,5109228524741054234
greedy,e,-173,1,0,12,7123163161869368264
greedy,e,-112,10,-5,34,4855894051113435198
greedy,e,-34,16,-10,62,2142051669840777571
greedy,e,-76,13,0,47,6820529370069964731
greedy,e,-157,9,-9,18,5884645391372657906
greedy,e,-21,17,-7,67,2362165700933526150
greedy,e,-157,4,0,18,1019637431139886617
greedy,e,-114,12,-2,33,1159490386584440708
greedy,e,-68,13,-3,50,8717038764252628295
greedy,e,-174,1,-4,12,8097090538384297259
greedy,e,-188,1,-7,7,3136653491166860433
greedy,e,-100,12,-2,38,8820557706340676556
greedy,e,-144,7,-9,23,278154194204450769
greedy,e,-140,5,-6,24,4390457169791275094
greedy,e,-71,10,-10,49,3474346439639036638
greedy,e,-163,7,-3,16,2101554248457928761
greedy,e,-133,6,-3,26,6837790548692288229
greedy,e,-168,4,-2,14,6801914253841728165
greedy,e,-111,8,-6,34,4720715424012428279
greedy,e,-43,16,-1,59,5253594264848437582
greedy,e,-140,10,-4,24,408940606460602597
greedy,e,-181,1,-5,9,5948317059144130157
greedy,e,-53,14,0,55,7820637660627319786
greedy,e,-149,6,0,21,6059002305808714803
greedy,e,-129,11,-6,28,7797287790113845567
greedy,e,-158,6,-7,17,1814625747365416636
greedy,e,-92,12,-6,41,5435326892487534424
greedy,e,-180,1,-8,10,2495835491597455282
greedy,e,-81,13,-5,45,1622858070045873764
greedy,e,-169,4,-2,14,138044845277891945
greedy,e,-185,1,-4,8,2202569488483810890
greedy,e,-159,6,-9,17,804673181414988535
greedy,e,-112,12,-4,34,3439936887736439573
greedy,e,-120,8,0,31,3298957605450573940
greedy,e,-135,8,0,26,4466649525410536197
greedy,e,-94,11,-5,41,291769399348002824
greedy,e,-157,4,-3,18,3363425870619705834
greedy,e,-158,6,0,17,857969971556625226
greedy,e,-175,4,-11,11,1069561108694697010
greedy,e,-141,6,-6,24,4060766209711793217
greedy,e,-130,6,0,28,4737285763357884536
greedy,e,-163,3,-2,16,3308896104878498993
greedy,e,-179,1,-1,10,8319047624034155973
greedy,e,-179,1,-4,10,6558981274702167282
greedy,e,-118,11,-3,32,4628511559291084754
greedy,e,-153,6,0,19,6021111593750142275
greedy,e,-176,4,0,11,8334641312349363391
greedy,e,-158,5,-2,17,3410847753976614627
greedy,e,-137,10,-6,25,1359712413760160802
greedy,e,-165,2,-3,15,5954099592099684449
greedy,e,-163,2,-10,16,1956355290318243409
greedy,e,-74,11,-1,48,8911673778710641988
greedy,e,-85,11,-4,44,3363004496902502400
greedy,e,-143,7,-1,23,5376794876229141545
greedy,e,-182,1,0,9,5111626183707575754
greedy,e,-131,7,-1,27,2586988765030054920
greedy,e,-123,7,-3,30,2335500061544030275
greedy,e,-151,6,-1,20,2924629412067751185
greedy,e,-94,11,-6,41,3770880427017332365
greedy,e,-88,11,-1,43,6931664432058736273
greedy,e,-128,8,-7,28,844672702598030443
greedy,e,-188,1,-2,7,749236093779036745
greedy,e,-83,13,-4,44,5361507496252923178
greedy,e,-188,1,-7,7,6131392895903667256
greedy,e,-118,10,-2,32,2487371043935720335
greedy,e,-90,12,-1,42,4879240751508711556
greedy,e,-162,3,-7,16,981685647504852094
greedy,e,-48,14,-2,57,2029975461356386355
greedy,e,-127,5,-1,29,7605261677887408656
greedy,e,-148,8,-9,21,9138819581149710540
greedy,e,-56,16,-5,54,7586903408046582565
greedy,e,-181,3,-4,9,8217438978559091292
greedy,e,-188,1,-6,7,5580725860443235810
greedy,e,-180,1,-2,10,1442012910096420272
greedy,e,-132,7,-4,27,1165050512944016468
greedy,e,-153,4,0,19,5026037526335828785
greedy,e,-91,11,-1,42,5606177148171069016
greedy,e,-128,7,-4,28,1502365534386557802
greedy,e,-143,7,-6,23,4865363061536327559
greedy,e,-177,2,-9,11,2308501219441926639
greedy,e,-29,16,-2,64,2077615032545064519
greedy,e,-130,5,-2,28,1557040974477435597
greedy,e,-173,2,-3,12,6938479725636946999
greedy,e,-182,2,-11,9,1741597808360229390
greedy,e,-91,12,-6,42,1463811882452845480
greedy,e,-147,5,-1,21,3371927053434139578
greedy,e,-179,1,0,10,3404667326647152143
greedy,e,-161,5,-7,16,75429009614210452
greedy,e,-126,10,-9,29,6786658860707530540
greedy,e,-188,1,-6,7,7043051672514012794
greedy,e,-183,2,-2,8,3203411702995325190
greedy,e,-110,11,-2,35,3819774217436985223
greedy,e,-72,12,-1,48,7335695204160577506
greedy,e,-139,7,-3,24,5136044777858697951
greedy,e,-129,5,-2,28,7150605520900656832
greedy,e,-112,11,-4,34,2968486974831333086
greedy,e,-87,12,0,43,9212731780121080228
greedy,e,-95,12,0,40,8306219799212868529
greedy,e,-175,2,-9,11,2952817083423105556
greedy,e,-48,13,-4,57,2633741290752971651
greedy,e,-144,6,-2,23,7538545462867667578
greedy,e,-127,7,0,29,12779221900918976
greedy,e,-74,12,-6,48,8435056447128633353
greedy,e,-152,5,-4,20,1355099154825867140
greedy,e,-115,9,-3,33,7905136575095884051
greedy,e,-34,16,-6,62,8926776572254922325
greedy,e,-122,7,-5,30,7824717954261914590
greedy,e,-171,4,0,13,664223276172453078
greedy,e,-78,13,-8,46,4985709462122672437
greedy,e,-166,2,-5,15,5152547318361565621
greedy,e,-41,16,-3,60,6692723644770540794
greedy,e,-59,14,-5,53,1585916383691583971
greedy,e,-94,12,-3,41,4891264693073634136
greedy,e,-108,8,0,35,565492828888695231
greedy,e,-140,8,-11,24,118047655118434146
greedy,e,-36,13,0,61,4697805398551280401
greedy,e,-108,11,-6,35,4661713059931993627
greedy,e,-57,15,0,54,2678808381475474287
greedy,e,-183,1,0,8,6115909414532779350
greedy,e,-54,14,-1,55,9084891430610057142
greedy,e,-129,8,-2,28,2556160803940695775
greedy,e,-168,4,-2,14,6916833362449263695
greedy,e,-119,11,-5,32,8639522714736587617
greedy,e,-18,16,-3,68,3080609299955182833
greedy,e,-154,4,-1,19,490517938967101716
greedy,e,-59,15,-6,53,3968509269828822509
greedy,e,-175,2,-3,11,7275158490843117160
greedy,e,-84,12,-7,44,7504816879959293507
greedy,e,-23,16,-8,66,8951115850351127528
greedy,e,-88,12,0,43,1456013497413262292
greedy,e,-173,3,-6,12,8097280355031790572
greedy,e,-95,12,-2,40,3285721468961267929
greedy,e,-112,10,-2,34,5911182568153874322
greedy,e,-138,6,-2,25,8677229147091050556
greedy,e,-124,5,-1,30,4846962360470307942
greedy,e,-103,13,0,37,2523389697025263468
greedy,e,-96,11,-10,40,8158104566260767443
greedy,e,-92,11,-1,41,3231299658533803905
greedy,e,-29,16,-1,64,7261012106156697458
greedy,e,-43,16,-12,59,3882280866632659969
greedy,e,-177,3,-7,11,9189529853582552009
greedy,e,-147,5,-1,21,443727947110944927
greedy,e,-87,12,-2,43,8500638688125823508
greedy,e,-164,4,-11,15,8460678832099010426
greedy,e,-131,8,0,27,5416065407904646657
greedy,e,-80,12,-1,46,2236031999396645749
greedy,e,-84,14,-12,44,585894204508725009
greedy,e,-169,2,-6,14,2247200671155323902
greedy,e,-106,10,-5,36,1937848546902253760
greedy,e,-154,4,-2,19,8586403492825175224
greedy,e,-159,4,-2,17,5149130829454754696
greedy,e,-25,17,-1,65,4759284432159259392
greedy,e,-105,11,-10,37,2923412531780527015
greedy,e,-85,11,-2,44,2792625696588521109
greedy,e,-171,3,-3,13,3913148639957798211
greedy,e,-132,6,-1,27,1581587337920213805
greedy,e,-49,14,-9,57,5236550476512421091
greedy,e,-69,13,-2,50,8945398119070671003
greedy,e,-75,13,-6,47,1522338695184519145
greedy,e,-186,2,-7,7,2911843535865509798
greedy,e,-142,5,-1,23,4361023603262925892
greedy,e,-172,2,0,12,2510260811693588160
greedy,e,-64,15,-1,51,3641347336036564437
greedy,e,-167,4,-11,14,1121239999616210803
greedy,e,-136,6,-7,25,8442775601589236489
greedy,e,-116,8,-5,33,1073872567410806929
greedy,e,-121,10,0,31,8902535929786441196
greedy,e,-182,2,-6,9,1168414190995800176
greedy,e,-110,10,0,35,190945640565220236
greedy,e,-156,4,-1,18,6363056888366337930
greedy,e,-53,16,-10,55,4878341570576766607
greedy,e,-51,16,-2,56,1804418190994860500
greedy,e,-114,11,0,33,5705308007440503630
greedy,e,-138,7,-6,25,2002555209647488454
greedy,e,-165,5,-2,15,2650224491913714759
greedy,e,-149,5,-2,21,3879240490988173524
greedy,e,-120,8,-3,31,1502605544026239093
greedy,e,-129,6,-2,28,2387355599295697576
greedy,e,-123,8,0,30,1861832179479575251
greedy,e,-175,3,-5,11,3359373223590812622
greedy,e,-171,5,-9,13,1048755234055930478
greedy,e,-23,16,-5,66,2014117815917196487
greedy,e,-52,14,-1,56,2506523717978145887
greedy,e,-119,8,-6,32,3400559573373101498
greedy,e,-54,15,-5,55,4919847836407839468
greedy,e,-116,9,-2,33,4428496984230975857
greedy,e,-152,4,-5,20,7512909882100541943
greedy,e,-107,8,-6,36,7290809363881591225
greedy,e,-91,13,-1,42,8453269249744555770
greedy,e,-128,7,-3,28,5686560960359324297
greedy,e,-114,10,0,33,6472460503035488132
greedy,e,-61,13,-2,52,1812563173411083954
greedy,e,-53,16,-1,55,1612926809309338873
greedy,e,-107,12,-3,36,280998642033014970
greedy,e,-43,16,-11,59,6379610377158129297
greedy,e,-166,3,-8,15,125894083474198922
greedy,e,-97,12,0,39,5760715598506504986
greedy,e,-52,14,-3,56,4684237429199062775
greedy,e,-117,9,-9,32,5207905309621065849
greedy,e,-151,4,0,20,497347471183835116
greedy,e,-76,13,-2,47,1690902310025605981
greedy,e,-94,11,-2,41,8865018895673831841
greedy,e,-179,2,-1,10,7444117339937175795
greedy,e,-82,13,-1,45,6209584295302857818
greedy,e,-181,2,-5,9,8718251884419469090
greedy,e,-87,13,0,43,7608907608860590234
greedy,e,-149,5,-1,21,8297794066315792627
greedy,e,-81,13,-4,45,116717560747574596
greedy,e,-51,14,-5,56,1366064005997316073
greedy,e,-40,16,-6,60,1121500308891974759
greedy,e,-146,3,-7,22,3220270781959474684
greedy,e,-134,8,-1,26,164384146083815750
greedy,e,-62,14,-4,52,2370964622978430777
greedy,e,-85,13,-7,44,2799402396788734296
greedy,e,-69,15,-12,50,5335927420021362091
greedy,e,-171,1,0,13,6941032063634624707
greedy,e,-84,13,-4,44,7449140402182589868
greedy,e,-113,8,-1,34,4351832139979770914
greedy,e,-29,16,-9,64,4102262647090845512
greedy,e,-100,11,-7,38,5266632486943131637
greedy,e,-180,1,-3,10,2003898531372659514
greedy,e,-114,11,-8,33,467377928156900055
greedy,e,-8,18,-8,71,6498722016419734498
greedy,e,-188,1,-4,7,2721788245184751018
greedy,e,-155,9,-12,19,6903967567119693443
greedy,e,-169,3,-4,14,6289385624212188316
greedy,e,-184,1,-8,8,2375101549614425232
greedy,e,-78,13,-1,46,2165722047200266037
greedy,e,-93,12,-1,41,5173430423948232231
greedy,e,-177,1,-1,11,6118420031893937150
greedy,e,-62,14,-3,52,6309584367874091592
greedy,e,-171,4,-2,13,5556545757094296408
greedy,e,-127,9,-3,29,39399704762481918
greedy,e,-178,6,-10,10,6429900974903604740
greedy,e,-60,13,-2,53,6011400363228542831
greedy,e,-166,4,-4,15,2910360828784342576
greedy,e,-73,14,-6,48,3348652797006533330
greedy,e,-154,5,0,19,8189844839486294333
greedy,e,-52,15,0,56,1577281223646919289
greedy,e,-127,9,-4,29,2010244783262082176
greedy,e,-152,5,-4,20,8483510610159206731
greedy,e,-99,11,-4,39,8386911040438973832
greedy,e,-180,2,-4,10,3151166887725667748
greedy,e,-122,10,-2,30,8044857568314901684
greedy,e,-84,11,-5,44,5965602321595071058
greedy,e,-172,3,-3,12,5208162207997318017
greedy,e,-111,9,-3,34,6764362578188506141
greedy,e,-183,2,-1,8,7607028996675334238
greedy,e,-142,6,-3,23,7652180978990092728
greedy,e,-112,9,0,34,4227015866431027913
greedy,e,-84,12,-1,44,187290087298248378
greedy,e,-162,6,-9,16,7388353208102762054
greedy,e,-133,5,-1,26,1862989703241348384
greedy,e,-173,3,-5,12,5480872347109555892
greedy,e,-79,12,0,46,3482285857281427943
greedy,e,-139,7,0,24,2549861597472282487
greedy,e,-38,16,-1,61,538388956431660236
greedy,e,-139,6,0,24,5775226340120383841
greedy,e,-165,1,-2,15,6606891768067575618
greedy,e,-22,17,-10,66,3420184917285499734
greedy,e,-181,3,-5,9,7484482989547675862
greedy,e,-15,16,-2,69,497712674258909747
greedy,e,-91,11,0,42,1385688124599741363
greedy,e,-74,14,-9,48,4884967585655805522
greedy,e,-87,12,-1,43,8345080092837724543
greedy,e,-153,5,0,19,8740614606400156663
greedy,e,-130,9,0,28,2798795077455051731
greedy,e,-75,13,-2,47,309713527169429237
greedy,e,-136,5,-4,25,5294222335718462775
greedy,e,-104,12,-7,37,8956930122136885005
greedy,e,-75,12,0,47,6806150781764933526
greedy,e,-111,12,-9,34,8132836571857684877
greedy,e,-78,12,-3,46,3728419109122830271
greedy,e,-49,15,-3,57,4037586098550058066
greedy,e,-107,12,0,36,6191442191247959205
greedy,e,-60,15,-9,53,3333968738517595480
greedy,e,-170,3,-7,13,8591363944412024426
greedy,e,-188,1,-7,7,7946081094253521934
greedy,e,-176,3,-8,11,7299483139263712465
greedy,e,-167,5,-12,14,7549793742436241341
greedy,e,-121,9,-2,31,2214047354619899394
greedy,e,-63,13,-4,52,6935184871726981150
greedy,e,-98,9,-3,39,7484969512138198771
greedy,e,-122,11,-7,30,7904995687781165840
greedy,e,-188,1,-6,7,4264416293895934627
greedy,e,-148,5,-4,21,4747470747918502754
greedy,e,-141,7,-2,24,3216783118010515135
greedy,e,-47,14,-1,57,6672645773447977467
greedy,e,-156,10,-7,18,8800668677819275991
greedy,e,-169,3,0,14,175478274559517583
greedy,e,-122,10,-6,30,8912955465620806787
greedy,e,-145,4,-1,22,5311252113153213575
greedy,e,-110,10,-12,35,4163261830994479417
greedy,e,-115,11,-4,33,4940569745733783875
greedy,e,-155,4,-5,19,6782625889252187854
greedy,e,-26,16,-1,65,2372417284183232839
greedy,e,-47,11,-5,57,795058690380150018
greedy,e,-151,5,-7,20,8313919190790048605
greedy,e,-142,3,-7,23,5682541299356920912
greedy,e,-163,3,-6,16,7493935179283846689
greedy,e,18,17,14,81,5336721698138012621
greedy,e,-168,2,0,14,2951658469172868045
greedy,e,-182,2,-8,9,1608727613211208408
greedy,e,-167,3,-4,14,6071024836988315688
greedy,e,-168,4,-10,14,699867283526845893
greedy,e,-36,15,-2,61,7714446387363487359
greedy,e,-163,5,-6,16,7739259763156465300
greedy,e,-171,2,-6,13,4608018226670778209
greedy,e,-131,6,0,27,2784364117341912858
greedy,e,-124,10,-1,30,5044128215831176762
greedy,e,-125,9,-8,29,4941239027591038683
greedy,e,-94,11,-4,41,1899459153649506021
greedy,e,-96,11,-6,40,4582084613246907015
greedy,e,-69,13,-3,50,1388637709096440116
greedy,e,-144,4,0,23,7326760991645817726
greedy,e,-163,5,-10,16,1241334839207701370
greedy,e,-115,9,-8,33,2848259422309196691
greedy,e,-103,10,-12,37,6920239062378717111
greedy,e,-106,9,0,36,9101063347653931167
greedy,e,-119,9,-2,32,1611652359547860043
greedy,e,-46,15,-4,58,7169616255153059123
greedy,e,-64,11,-1,51,3422506897435448022
greedy,e,-167,4,-1,14,851770804897183368
greedy,e,-120,8,-2,31,4350148302352936742
greedy,e,-42,15,-3,59,3912460602614156855
greedy,e,9,17,7,78,5927923331045179185
greedy,e,-159,4,-8,17,7867517004345115641
greedy,e,-78,13,0,46,6333620099843538189
greedy,e,-72,14,-1,48,8629463057146860381
greedy,e,-79,13,-1,46,1004453222465579182
greedy,e,-155,3,0,19,8608461658292843185
greedy,e,-150,6,-3,20,2128536761251490104
greedy,e,-91,12,0,42,5088672126370312565
greedy,e,-118,6,-1,32,226841085619579003
greedy,e,-142,5,-3,23,5258632005819396796
greedy,e,-113,5,-7,34,8307672650281433781
greedy,e,-146,7,-5,22,8720084723257493030
greedy,e,-156,3,-7,18,7873637201690015079
greedy,e,-102,13,-1,38,5999304474931513311
greedy,e,-48,15,-3,57,8879089970060311138
greedy,e,-33,16,-8,62,48757287204907181
greedy,e,-118,6,-5,32,6501598043475441320
greedy,e,-56,14,-4,54,7614126488983403421
greedy,e,-153,7,-7,19,3493006317956154406
greedy,e,-145,4,-6,22,6916220524762864425
greedy,e,-71,14,0,49,6253509097358975515
greedy,e,-166,5,-3,15,8434916102122538226
greedy,e,-123,8,-10,30,2694326058217607520
greedy,e,-93,11,-4,41,6298084058272290200
greedy,e,-86,10,-1,43,460365084860369004
greedy,e,-121,9,-1,31,5766419832433762306
greedy,e,-173,3,-3,12,8610560569822881823
greedy,e,-157,3,-5,18,6396526102145646936
greedy,e,-88,13,-2,43,6340444318117086901
greedy,e,-46,15,-3,58,4866256797462232016
greedy,e,-176,1,-1,11,6843985531782527441
greedy,e,-126,6,-4,29,8288008064329308865
greedy,e,-129,7,-3,28,3818327680186049828
greedy,e,-160,3,0,17,943971607185473407
greedy,e,-74,14,-2,48,5167940665888641363
greedy,e,6,18,6,76,445921586483230767
greedy,e,-114,8,-6,33,410757227439123509
greedy,e,-183,1,0,8,4747415538469880925
greedy,e,-175,1,-2,11,8343356542154937396
greedy,e,-143,7,-5,23,2418081006324965645
greedy,e,-65,15,-5,51,4674762269132487888
greedy,e,-175,1,-5,11,5779444852823543804
greedy,e,-179,2,-3,10,8533671651357506722
greedy,e,-68,14,-1,50,6814884520097279395
greedy,e,-154,4,0,19,4353379165913319255
greedy,e,-113,9,-10,34,1174873152664540155
greedy,e,-147,7,-4,21,1196615282290229972
greedy,e,-33,17,-5,62,8355103904499148952
greedy,e,-116,6,-2,33,218685420805051982
greedy,e,-106,12,-11,36,1711706848767029608
greedy,e,-131,7,-2,27,756428919356468581
